,dtg,Ano,Mês,Dia,UF,Local,latitude,longitude,Magnitude,Obs
23,2021-04-19,2021,4,19,PB,Costa da Paraíba Pitimbu,-7.47,-34.75,1.5,Magnitude não revisada/preliminar
24,2021-04-19,2021,4,19,BA,Ipiaú,-14.14,-39.64,2.2,Magnitude não revisada/preliminar
25,2021-04-19,2021,4,19,PE,São Joaquim dos Montes,-8.42,-35.84,2.3,Magnitude não revisada/preliminar
26,2021-04-19,2021,4,19,RN,Caraúbas,-5.69,-37.48,1.8,Magnitude não revisada/preliminar
27,2021-04-15,2021,4,15,BA,Dias d'Ávila,-12.58,-38.19,2.1,Magnitude não revisada/preliminar
28,2021-04-14,2021,4,14,BA,Ipiaú,-14.15,-39.52,2.4,Magnitude não revisada/preliminar
29,2021-04-13,2021,4,13,PE,Agrestina,-8.49,-35.95,1.7,Magnitude não revisada/preliminar
30,2021-04-13,2021,4,13,CE,Quixeré,-5.08,-37.74,1.7,Magnitude não revisada/preliminar
31,2021-04-12,2021,4,12,CE,Uruoca,-3.4,-40.77,1.6,Magnitude não revisada/preliminar
32,2021-04-11,2021,4,11,CE,Chorozinho,-4.33,-38.41,1.6,Magnitude não revisada/preliminar
33,2021-04-10,2021,4,10,PB,Patos,-6.57,-37.18,2.2,Magnitude não revisada/preliminar
34,2021-04-10,2021,4,10,PB,Patos,-7.01,-37.33,2.0,Magnitude não revisada/preliminar
35,2021-04-10,2021,4,10,PB,Pocinhos,-7.16,-36.05,1.5,Magnitude não revisada/preliminar
36,2021-04-08,2021,4,8,PE,Moreno,-8.11,-35.08,2.0,Magnitude não revisada/preliminar
37,2021-04-08,2021,4,8,RN,Caraúbas,-5.72,-37.51,1.5,Magnitude não revisada/preliminar
38,2021-04-07,2021,4,7,BA,Maracas,-13.61,-40.24,2.3,Magnitude não revisada/preliminar
39,2021-04-06,2021,4,6,BA,Caldeirão Grande,-11.07,-40.49,1.7,Magnitude não revisada/preliminar
40,2021-04-06,2021,4,6,PE,Vitória de Santo Antão,-8.07,-35.25,1.9,Magnitude não revisada/preliminar
41,2021-04-05,2021,4,5,SE,Carira,-10.26,-37.71,2.3,Magnitude não revisada/preliminar
42,2021-04-05,2021,4,5,PB,Campina Grande,-7.27,-35.91,1.5,Magnitude não revisada/preliminar
43,2021-04-05,2021,4,5,AL,Olho dÁgua das Flores,-9.54,-37.28,1.9,Magnitude não revisada/preliminar
44,2021-04-04,2021,4,4,BA,Jacobina,-11.24,-40.62,1.7,Magnitude não revisada/preliminar
45,2021-04-02,2021,4,2,PE,Cedro,-6.63,-38.9,1.6,Magnitude não revisada/preliminar
46,2021-04-02,2021,4,2,PE,Jaboatão dos Guararapes,-8.17,-34.94,1.9,Magnitude não revisada/preliminar
47,2021-04-01,2021,4,1,BA,Ubatã,-14.15,-39.49,2.1,Magnitude não revisada/preliminar
48,2021-04-01,2021,4,1,BA,Maracas,-13.69,-40.65,2.2,Magnitude não revisada/preliminar
2,2021-03-30,2021,3,30,PE,Cabo de São Agostinho,-8.22,-35.12,2.1,Magnitude não revisada/preliminar
3,2021-03-29,2021,3,29,PE,Arcoverde,-8.46,-37.1,1.5,Magnitude não revisada/preliminar
4,2021-03-27,2021,3,27,RN,Caraúbas,-5.63,-37.37,2.1,Magnitude não revisada/preliminar
5,2021-03-27,2021,3,27,RN,Caraúbas,-5.7,-37.51,2.7,Magnitude não revisada/preliminar
6,2021-03-27,2021,3,27,BA,Ibirapitamga,-14.16,-39.35,2.1,Magnitude não revisada/preliminar
7,2021-03-26,2021,3,26,RN,Caraúbas,-5.73,-37.36,1.6,Magnitude não revisada/preliminar
8,2021-03-26,2021,3,26,RN,Caraúbas,-5.66,-37.48,2.3,Magnitude não revisada/preliminar
9,2021-03-26,2021,3,26,PE,Ipojuca,-8.48,-35.06,2.1,Magnitude não revisada/preliminar
10,2021-03-25,2021,3,25,PE,Vitória de Santo Antão,-8.08,-35.27,1.6,Magnitude não revisada/preliminar
11,2021-03-24,2021,3,24,RN,Caraúbas,-5.72,-37.46,1.7,Magnitude não revisada/preliminar
12,2021-03-22,2021,3,22,BA,Jaguarari,-10.2,-40.34,1.7,Magnitude não revisada/preliminar
13,2021-03-21,2021,3,21,RN,Caraúbas,-5.84,-37.57,1.6,Magnitude não revisada/preliminar
14,2021-03-20,2021,3,20,BA,Itagibá,-14.21,-39.83,2.2,Magnitude não revisada/preliminar
15,2021-03-19,2021,3,19,BA,Maracas,-13.69,-40.56,2.1,Magnitude não revisada/preliminar
16,2021-03-19,2021,3,19,CE,Sobral,-3.59,-40.17,1.7,Magnitude não revisada/preliminar
17,2021-03-19,2021,3,19,BA,Maracas,-13.69,-40.56,2.1,Magnitude não revisada/preliminar
18,2021-03-18,2021,3,18,BA,Jacobina,-11.15,-40.47,1.7,Magnitude não revisada/preliminar
19,2021-03-18,2021,3,18,BA,Jacobina,-11.24,-40.41,2.2,Magnitude não revisada/preliminar
20,2021-03-18,2021,3,18,AL,Craíbas,-9.66,-36.73,1.5,Magnitude não revisada/preliminar
21,2021-03-15,2021,3,15,BA,Costa da Bahia,-14.41,-38.85,2.1,Magnitude não revisada/preliminar
22,2021-03-14,2021,3,14,RN,Ceará-Mirim,-5.59,-35.23,1.8,Magnitude não revisada/preliminar
23,2021-03-14,2021,3,14,AL,Anadia,-9.67,-36.32,2.1,Magnitude não revisada/preliminar
24,2021-03-14,2021,3,14,RN,Caraúbas,-5.71,-37.47,1.6,Magnitude não revisada/preliminar
25,2021-03-12,2021,3,12,BA,Caatiba,-14.84,-40.35,1.7,Magnitude não revisada/preliminar
26,2021-03-12,2021,3,12,BA,Jacobina,-11.12,-40.77,2.1,Magnitude não revisada/preliminar
27,2021-03-11,2021,3,11,AL,Craíbas,-9.67,-36.74,1.7,Magnitude não revisada/preliminar
28,2021-03-11,2021,3,11,BA,Jacobina,-11.35,-40.54,1.9,Magnitude não revisada/preliminar
29,2021-03-10,2021,3,10,CE,Santana do Acaraú,-3.56,-40.59,1.8,Magnitude não revisada/preliminar
30,2021-03-10,2021,3,10,SE,São Domingos,-10.81,-37.55,2.0,Magnitude não revisada/preliminar
31,2021-03-08,2021,3,8,PB,Cajá,-7.17,-35.28,1.8,Magnitude não revisada/preliminar
32,2021-03-08,2021,3,8,RN,Caraúbas,-5.7,-37.47,1.8,Magnitude não revisada/preliminar
33,2021-03-07,2021,3,7,RN,Caraúbas,-5.73,-37.51,2.7,Magnitude não revisada/preliminar
34,2021-03-07,2021,3,7,RN,Portalegre,-6.08,-38.02,1.7,Magnitude não revisada/preliminar
35,2021-03-07,2021,3,7,RN,Pedra Preta,-5.41,-36.12,1.9,Magnitude não revisada/preliminar
36,2021-03-07,2021,3,7,RN,Pedra Preta,-5.48,-36.1,1.9,Magnitude não revisada/preliminar
37,2021-03-06,2021,3,6,RN,Pedra Preta,-5.54,-36.15,1.8,Magnitude não revisada/preliminar
38,2021-03-04,2021,3,4,BA,Jaguarari,-9.78,-40.01,2.0,Magnitude não revisada/preliminar
39,2021-03-04,2021,3,4,RN,Pedra Preta,-5.54,-36.16,2.1,Magnitude não revisada/preliminar
40,2021-03-04,2021,3,4,RN,Pedra Preta,-5.56,-36.14,2.5,Magnitude não revisada/preliminar
41,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.7,Magnitude não revisada/preliminar
42,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
43,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.9,Magnitude não revisada/preliminar
44,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
45,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
46,2021-03-03,2021,3,3,RN,Pedra Preta,-5.53,-36.13,3.0,
47,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.7,Magnitude não revisada/preliminar
48,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
49,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.6,Magnitude não revisada/preliminar
50,2021-03-03,2021,3,3,RN,Pedra Preta,-5.51,-36.1,3.0,Magnitude não revisada/preliminar
51,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
52,2021-03-03,2021,3,3,RN,Pedra Preta,-5.46,-36.11,2.9,Magnitude não revisada/preliminar
53,2021-03-03,2021,3,3,RN,Pedra Preta,-5.46,-36.09,3.3,Magnitude não revisada/preliminar
54,2021-03-03,2021,3,3,RN,Pedra Preta,-5.48,-36.1,3.2,Magnitude não revisada/preliminar
55,2021-03-03,2021,3,3,RN,Pedra Preta,-5.58,-36.16,2.5,Magnitude não revisada/preliminar
56,2021-03-03,2021,3,3,RN,Pedra Preta,-5.54,-36.06,1.5,Magnitude não revisada/preliminar
57,2021-03-03,2021,3,3,Indefinido,Sul do Oceano Atlântico,-16.94,-38.08,3.1,Magnitude não revisada/preliminar
58,2021-03-03,2021,3,3,Indefinido,Sul do Oceano Atlântico,-16.89,-37.32,3.5,Magnitude não revisada/preliminar
59,2021-03-02,2021,3,2,PB,Pedras de Fogo,-7.33,-36.1,1.8,Magnitude não revisada/preliminar
60,2021-03-02,2021,3,2,CE,Quixeramobim,-5.09,-39.49,1.9,Magnitude não revisada/preliminar
61,2021-03-01,2021,3,1,BA,Cansanção,-10.61,-39.42,1.9,Magnitude não revisada/preliminar
2,2021-02-27,2021,2,27,CE,Quixeramobim,-4.93,-39.47,1.9,Magnitude não revisada/preliminar
3,2021-02-27,2021,2,27,CE,Quixeramobim,-4.94,-39.48,1.7,Magnitude não revisada/preliminar
4,2021-02-27,2021,2,27,CE,Quixeramobim,-4.96,-39.49,1.9,Magnitude não revisada/preliminar
5,2021-02-26,2021,2,26,BA,Nordestina,-10.94,-39.41,2.5,Magnitude não revisada/preliminar
6,2021-02-26,2021,2,26,CE,Cariré,-3.87,-40.54,1.9,Magnitude não revisada/preliminar
7,2021-02-26,2021,2,26,PE,Brejo da Madre de Deus,-8.03,-35.2,1.7,Magnitude não revisada/preliminar
8,2021-02-26,2021,2,26,RN,Martins,-6.05,-37.96,1.6,Magnitude não revisada/preliminar
9,2021-02-25,2021,2,25,CE,Quixeramobim,-5.16,-39.53,1.6,Magnitude não revisada/preliminar
10,2021-02-25,2021,2,25,RN,Caraúbas,-5.76,-37.46,1.6,Magnitude não revisada/preliminar
11,2021-02-24,2021,2,24,RN,Caraúbas,-5.84,-37.45,1.6,Magnitude não revisada/preliminar
12,2021-02-23,2021,2,23,BA,Marau,-14.15,-39.24,2.2,Magnitude não revisada/preliminar
13,2021-02-23,2021,2,23,RN,Caraúbas,-5.72,-37.5,2.1,Magnitude não revisada/preliminar
14,2021-02-23,2021,2,23,RN,Caraúbas,-5.67,-37.51,1.7,Magnitude não revisada/preliminar
15,2021-02-23,2021,2,23,RN,Caraúbas,-5.74,-37.51,1.7,Magnitude não revisada/preliminar
16,2021-02-22,2021,2,22,RN,Caraúbas,-5.71,-37.48,2.4,Magnitude não revisada/preliminar
17,2021-02-22,2021,2,22,RN,Caraúbas,-5.75,-37.42,1.9,Magnitude não revisada/preliminar
18,2021-02-21,2021,2,21,RN,Caraúbas,-5.75,-37.45,1.7,Magnitude não revisada/preliminar
19,2021-02-21,2021,2,21,RN,Caraúbas,-5.72,-37.48,2.5,Magnitude não revisada/preliminar
20,2021-02-21,2021,2,21,RN,Caraúbas,-5.72,-37.49,2.2,Magnitude não revisada/preliminar
21,2021-02-21,2021,2,21,RN,Caraúbas,-5.73,-37.51,2.1,Magnitude não revisada/preliminar
22,2021-02-21,2021,2,21,RN,Caraúbas,-5.72,-37.5,2.3,Magnitude não revisada/preliminar
23,2021-02-20,2021,2,20,RN,Caraúbas,-5.62,-37.48,2.3,Magnitude não revisada/preliminar
24,2021-02-20,2021,2,20,RN,Jandaira,-5.43,-36.12,1.7,Magnitude não revisada/preliminar
25,2021-02-19,2021,2,19,AL,Batalha,-9.71,-39.09,1.7,Magnitude não revisada/preliminar
26,2021-02-19,2021,2,19,RN,Jandaira,-5.26,-36.16,1.7,Magnitude não revisada/preliminar
27,2021-02-19,2021,2,19,RN,Jandaira,-5.23,-36.13,1.5,Magnitude não revisada/preliminar
28,2021-02-18,2021,2,18,PE,Caruaru,-8.19,-35.91,1.5,Magnitude não revisada/preliminar
29,2021-02-18,2021,2,18,BA,Nordestina,-10.88,-34.41,1.5,Magnitude não revisada/preliminar
30,2021-02-18,2021,2,18,AL,Craíbas,-9.68,-36.74,1.5,Magnitude não revisada/preliminar
31,2021-02-18,2021,2,18,AL,Craíbas,-9.64,-36.8,1.6,Magnitude não revisada/preliminar
32,2021-02-18,2021,2,18,BA,Mirangaba,-10.9,-40.61,1.9,Magnitude não revisada/preliminar
33,2021-02-17,2021,2,17,PE,Caruaru,-8.23,-36.05,2.0,Magnitude não revisada/preliminar
34,2021-02-16,2021,2,16,BA,Nordestina,-10.83,-39.41,1.6,Magnitude não revisada/preliminar
35,2021-02-16,2021,2,16,BA,Jaguarari,-9.86,-39.95,1.6,Magnitude não revisada/preliminar
36,2021-02-15,2021,2,15,SE,Canhoba,-10.2,-37.01,1.8,Magnitude não revisada/preliminar
37,2021-02-10,2021,2,10,CE,Cascavel,-4.36,-38.43,1.6,Magnitude não revisada/preliminar
38,2021-02-09,2021,2,9,CE,Cascavel,-4.37,-38.45,1.6,Magnitude não revisada/preliminar
39,2021-02-09,2021,2,9,CE,Cascavel,-4.37,-38.38,1.8,Magnitude não revisada/preliminar
40,2021-02-08,2021,2,8,CE,Cascavel,-4.42,-38.48,1.9,Magnitude não revisada/preliminar
41,2021-02-07,2021,2,7,CE,Cascavel,-4.37,-38.41,2.2,Magnitude não revisada/preliminar
42,2021-02-03,2021,2,3,BA,Jacobina,-11.22,-40.56,2.7,Magnitude não revisada/preliminar
43,2021-02-03,2021,2,3,BA,Jacobina,-11.22,-40.56,1.7,Magnitude não revisada/preliminar
2,2021-01-31,2021,1,31,BA,Jaguarari,-9.85,-39.8,2.6,Magnitude não revisada/preliminar
3,2021-01-30,2021,1,30,RN,Portalegre,-6.01,-37.99,1.5,Magnitude não revisada/preliminar
4,2021-01-30,2021,1,30,RN,Portalegre,-5.96,-37.99,1.5,Magnitude não revisada/preliminar
5,2021-01-28,2021,1,28,AL,Traipu,-9.87,-36.96,1.7,Magnitude não revisada/preliminar
6,2021-01-28,2021,1,28,BA,Monte Santo,-10.03,-39.75,2.4,Magnitude não revisada/preliminar
7,2021-01-27,2021,1,27,CE,Paramoti,-4.06,-39.31,1.5,Magnitude não revisada/preliminar
8,2021-01-27,2021,1,27,CE,Chorozinho,-4.32,-38.37,1.5,Magnitude não revisada/preliminar
9,2021-01-26,2021,1,26,PE,Cupira,-8.6,-35.93,2.4,Magnitude não revisada/preliminar
10,2021-01-26,2021,1,26,BA,Jacobina,-11.14,-40.58,1.6,Magnitude não revisada/preliminar
11,2021-01-26,2021,1,26,CE,Camocim,-2.95,-40.58,2.6,Magnitude não revisada/preliminar
12,2021-01-25,2021,1,25,BA,Jacobina,-11.14,-40.58,2.6,Magnitude não revisada/preliminar
13,2021-01-24,2021,1,24,SE,Canhoba,-10.14,-36.92,1.8,Magnitude não revisada/preliminar
14,2021-01-22,2021,1,22,RN,Caraúbas,-5.72,-37.46,1.6,Magnitude não revisada/preliminar
15,2021-01-22,2021,1,22,RN,Caraúbas,-5.7,-37.47,2.7,Magnitude não revisada/preliminar
16,2021-01-21,2021,1,21,RN,Pedra Preta,-5.55,-36.13,1.5,Magnitude não revisada/preliminar
17,2021-01-20,2021,1,20,RN,Pedra Preta,-5.46,-36.05,2.3,Magnitude não revisada/preliminar
18,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
19,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
20,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
21,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
22,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
23,2021-01-15,2021,1,15,CE,Quixeramobim,-5.0,-39.37,2.1,Magnitude não revisada/preliminar
24,2021-01-15,2021,1,15,CE,Quixeramobim,-5.09,-39.47,2.0,Magnitude não revisada/preliminar
25,2021-01-14,2021,1,14,PB,Sousa,-6.9,-38.02,1.5,Magnitude não revisada/preliminar
26,2021-01-13,2021,1,13,PE,Caruaru,-8.3,-36.02,1.7,Magnitude não revisada/preliminar
27,2021-01-11,2021,1,11,RN,Caraúbas,-5.72,-37.46,1.6,
28,2021-01-10,2021,1,10,CE,Paramoti,-4.08,-39.3,1.9,Magnitude não revisada/preliminar
29,2021-01-07,2021,1,7,CE,Massapê,-3.56,-40.3,2.0,Magnitude não revisada/preliminar
2,2020-06-01,2020,6,1,SE,Lagarto,-10.9,-37.91,2.8,Magnitude não revisada/preliminar
3,2020-05-31,2020,5,31,CE,Granja,-3.13,-40.56,1.6,Magnitude não revisada/preliminar
4,2020-05-29,2020,5,29,RN,Caraúbas,-5.68,-37.48,1.6,Magnitude não revisada/preliminar
5,2020-05-29,2020,5,29,CE,Hidrolândia,-4.34,-40.35,1.7,Magnitude não revisada/preliminar
6,2020-05-27,2020,5,27,CE,Granja,-3.09,-40.57,1.5,Magnitude não revisada/preliminar
7,2020-05-27,2020,5,27,RN,Campo Grande,-5.94,-37.37,1.8,Magnitude não revisada/preliminar
8,2020-05-25,2020,5,25,CE,Várzea Alegre,-6.63,-39.24,1.6,Magnitude não revisada/preliminar
9,2020-05-24,2020,5,24,RN,Açu,-5.73,-36.95,1.7,Magnitude não revisada/preliminar
10,2020-05-18,2020,5,18,RN,Caraúbas,-5.68,-37.48,2.0,
11,2020-05-14,2020,5,14,RN,Caraúbas,-5.68,-37.48,1.8,Magnitude não revisada/preliminar
12,2020-05-11,2020,5,11,CE,Crateús,-5.39,-40.71,1.6,Magnitude não revisada/preliminar
13,2020-05-11,2020,5,11,CE,Crateús,-5.36,-40.65,1.6,Magnitude não revisada/preliminar
14,2020-05-10,2020,5,10,CE,Cascavel,-4.35,-38.23,1.6,Magnitude não revisada/preliminar
15,2020-05-08,2020,5,8,CE,Palhano,-4.72,-38.1,1.8,Magnitude não revisada/preliminar
16,2020-05-07,2020,5,7,CE,Serra da Meruoca,-3.92,-40.19,1.6,Magnitude não revisada/preliminar
17,2020-05-06,2020,5,6,CE,Sobral,-3.66,-40.45,1.6,Magnitude não revisada/preliminar
18,2020-05-05,2020,5,5,CE,Sobral,-4.29,-39.76,2.0,Magnitude não revisada/preliminar
19,2020-05-03,2020,5,3,CE,Quixeramobim,-5.06,-39.49,2.3,Magnitude não revisada/preliminar
2,2020-06-29,2020,6,29,CE,Groaíras,-3.91,-40.41,1.8,Magnitude não revisada/preliminar
3,2020-06-29,2020,6,29,CE,Santana do Acaraú,-3.38,-40.17,1.7,Magnitude não revisada/preliminar
4,2020-06-28,2020,6,28,CE,Marco,-3.19,-40.53,1.5,Magnitude não revisada/preliminar
5,2020-06-20,2020,6,20,CE,Groaíras,-3.91,-40.41,1.8,Magnitude não revisada/preliminar
6,2020-06-10,2020,6,10,RN,Caraúbas,-5.7,-37.47,1.8,Magnitude não revisada/preliminar
7,2020-06-10,2020,6,10,RN,Caraúbas,-5.7,-37.52,1.6,Magnitude não revisada/preliminar
8,2020-06-06,2020,6,6,RN,Lajes,-5.75,-36.3,1.6,
2,2020-07-29,2020,7,29,BA,Litoral da Baía,-15.06,-38.15,3.5,Magnitude não revisada/preliminar
3,2020-07-25,2020,7,25,PE,Jurema,-8.73,-36.34,2.4,Magnitude não revisada/preliminar
4,2020-07-25,2020,7,25,PE,São Bento do Una,-8.61,-36.37,2.4,Magnitude não revisada/preliminar
5,2020-07-25,2020,7,25,CE,Plat. Continental RN -,-3.63,-35.18,2.4,Magnitude não revisada/preliminar
6,2020-07-24,2020,7,24,PE,Ibimirim,-8.57,-37.49,1.8,Magnitude não revisada/preliminar
7,2020-07-24,2020,7,24,AL,Igreja Nova,-10.04,-36.56,2.1,Magnitude não revisada/preliminar
8,2020-07-18,2020,7,18,PE,São Caetano,-8.36,-36.1,2.0,Magnitude não revisada/preliminar
9,2020-07-13,2020,7,13,RN,Caraúbas,-5.76,-37.53,1.6,Magnitude não revisada/preliminar
10,2020-07-10,2020,7,10,AL,Campo Alegre,-9.88,-36.27,1.9,Magnitude não revisada/preliminar
11,2020-07-09,2020,7,9,PE,Caruaru,-8.29,-36.01,1.9,Magnitude não revisada/preliminar
12,2020-07-07,2020,7,7,CE,Cascavel/ Chorozinho,-4.32,-38.38,2.5,
13,2020-07-04,2020,7,4,CE,Bela Cruz,-3.06,-40.75,1.7,Magnitude não revisada/preliminar
14,2020-07-03,2020,7,3,RN,Caraúbas,-5.69,-37.52,1.9,Magnitude não revisada/preliminar
2,2020-08-31,2020,8,31,CE,Santana do Acaraú,-3.45,-39.99,2.0,Magnitude não revisada/preliminar
3,2020-08-31,2020,8,31,CE,Coreaú,-3.56,-40.71,2.7,Magnitude não revisada/preliminar
4,2020-08-31,2020,8,31,RN,Pedra Preta,-5.65,-36.2,1.7,Magnitude não revisada/preliminar
5,2020-08-31,2020,8,31,BA,Amargosa,-13.0,-39.58,3.6,Magnitude não revisada/preliminar
6,2020-08-30,2020,8,30,BA,Amargosa,-13.04,-39.39,1.8,Magnitude não revisada/preliminar
7,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,1.9,Magnitude não revisada/preliminar
8,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,2.6,Magnitude não revisada/preliminar
9,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,1.8,Magnitude não revisada/preliminar
10,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.6,1.6,Magnitude não revisada/preliminar
11,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,1.8,Magnitude não revisada/preliminar
12,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.6,1.8,Magnitude não revisada/preliminar
13,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,1.9,Magnitude não revisada/preliminar
14,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,2.0,Magnitude não revisada/preliminar
15,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.6,2.3,Magnitude não revisada/preliminar
16,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.61,2.8,Magnitude não revisada/preliminar
17,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,1.9,Magnitude não revisada/preliminar
18,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.58,2.3,Magnitude não revisada/preliminar
19,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.58,3.7,Magnitude não revisada/preliminar
20,2020-08-30,2020,8,30,BA,Amargosa,-13.0,-39.6,4.2,Magnitude não revisada/preliminar
21,2020-08-30,2020,8,30,BA,Amargosa,-13.01,-39.58,2.5,Magnitude não revisada/preliminar
22,2020-08-29,2020,8,29,RN,Pedra Preta,-5.49,-36.08,1.7,
23,2020-08-27,2020,8,27,PE,Caruaru,-8.3,-36.04,1.7,Magnitude não revisada/preliminar
24,2020-08-27,2020,8,27,PE,Caruaru,-8.3,-36.04,1.8,Magnitude não revisada/preliminar
25,2020-08-27,2020,8,27,PE,Caruaru,-8.26,-36.02,1.6,Magnitude não revisada/preliminar
26,2020-08-27,2020,8,27,PE,Caruaru,-8.26,-36.02,1.9,Magnitude não revisada/preliminar
27,2020-08-26,2020,8,26,CE,Teijuçuoca,-3.91,-39.46,1.7,Magnitude não revisada/preliminar
28,2020-08-26,2020,8,26,CE,Serra da Meruoca,-3.62,-40.44,1.6,Magnitude não revisada/preliminar
29,2020-08-25,2020,8,25,CE,Margem Continental MA/PI/,-5.27,-38.87,4.0,Magnitude não revisada/preliminar
30,2020-08-25,2020,8,25,PE,Caruaru,-8.29,-36.03,1.7,Magnitude não revisada/preliminar
31,2020-08-24,2020,8,24,CE,Groaíras,-3.92,-40.4,1.9,Magnitude não revisada/preliminar
32,2020-08-23,2020,8,23,PE,Caruaru,-8.3,-36.03,1.5,Magnitude não revisada/preliminar
33,2020-08-23,2020,8,23,PE,Caruaru,-8.26,-36.02,1.6,Magnitude não revisada/preliminar
34,2020-08-19,2020,8,19,BA,São Felix,-12.6,-38.98,1.6,Magnitude não revisada/preliminar
35,2020-08-17,2020,8,17,CE,Irauçuba,-3.76,-39.75,1.8,Magnitude não revisada/preliminar
36,2020-08-17,2020,8,17,RN,Pedra Preta,-5.65,-36.2,1.8,
37,2020-08-15,2020,8,15,RN,Pedra Preta,-5.46,-36.1,1.9,Magnitude não revisada/preliminar
38,2020-08-13,2020,8,13,CE,Marco,-3.23,-40.2,1.6,Magnitude não revisada/preliminar
39,2020-08-12,2020,8,12,RN,Ruy Barbosa,-5.9,-35.99,1.7,Magnitude não revisada/preliminar
40,2020-08-12,2020,8,12,RN,Ruy Barbosa,-5.87,-35.98,1.6,Magnitude não revisada/preliminar
41,2020-08-08,2020,8,8,RN,Pedra Preta,-5.59,-36.15,1.6,Magnitude não revisada/preliminar
42,2020-08-07,2020,8,7,BA,Araci,-11.3,-39.13,1.8,Magnitude não revisada/preliminar
43,2020-08-05,2020,8,5,PE,Belém de Maria,-8.58,-35.83,1.9,Magnitude não revisada/preliminar
44,2020-08-04,2020,8,4,PE,Lajedo,-8.67,-36.31,2.0,Magnitude não revisada/preliminar
45,2020-08-04,2020,8,4,PE,Lajedo,-8.72,-36.31,2.0,Magnitude não revisada/preliminar
46,2020-08-01,2020,8,1,BA,Itororó,-15.15,-40.07,1.9,Magnitude não revisada/preliminar
2,2020-09-29,2020,9,29,CE,Camocim,-2.96,-40.61,2.0,Magnitude não revisada/preliminar
3,2020-09-26,2020,9,26,RN,Pedra Preta,-5.54,-36.05,2.1,Magnitude não revisada/preliminar
4,2020-09-24,2020,9,24,PE,Caruaru,-8.24,-36.04,1.6,Magnitude não revisada/preliminar
5,2020-09-23,2020,9,23,PE,Caruaru,-8.29,-36.03,2.0,Magnitude não revisada/preliminar
6,2020-09-22,2020,9,22,PE,Caruaru,-8.32,-35.93,1.7,Magnitude não revisada/preliminar
7,2020-09-21,2020,9,21,RN,Pedra Preta,-5.47,-35.89,1.8,Magnitude não revisada/preliminar
8,2020-09-19,2020,9,19,CE,Chaval,-3.1,-41.21,2.5,Magnitude não revisada/preliminar
9,2020-09-17,2020,9,17,SE,Canhoba,-10.16,-37.01,1.8,Magnitude não revisada/preliminar
10,2020-09-14,2020,9,14,BA,Queimadas,-10.99,-39.45,2.3,Magnitude não revisada/preliminar
11,2020-09-12,2020,9,12,RN,Pedra Preta,-5.48,-36.07,2.4,Magnitude não revisada/preliminar
12,2020-09-11,2020,9,11,PE,Caruaru,-8.28,-36.05,2.4,Magnitude não revisada/preliminar
13,2020-09-10,2020,9,10,PE,Caruaru,-8.28,-36.05,1.6,Magnitude não revisada/preliminar
14,2020-09-08,2020,9,8,PE,Bezerros,-8.22,-35.86,1.7,Magnitude não revisada/preliminar
15,2020-09-06,2020,9,6,AL,Traipu,-9.84,-36.99,2.1,Magnitude não revisada/preliminar
16,2020-09-05,2020,9,5,Al,Traipu Al,-9.83,-36.98,2.2,Magnitude não revisada/preliminar
17,2020-09-04,2020,9,4,AL,Canhoba SE/,-10.12,-36.92,2.1,Magnitude não revisada/preliminar
