,dtg,Ano,Mês,Dia,UF,Local,latitude,longitude,Magnitude,Obs
22,2022-05-10,2022,5,10,BA,Amargosa,-13.07,-39.49,1.5,Magnitude não revisada/preliminar
23,2022-05-10,2022,5,10,SE,Atlântico Sul BR (Plataforma C),-11.6,-35.81,2.6,
24,2022-05-09,2022,5,9,RN,Lajes,-5.63,-36.21,1.5,Magnitude não revisada/preliminar
25,2022-05-09,2022,5,9,RN,Lajes,-5.73,-36.06,2.0,Magnitude não revisada/preliminar
26,2022-05-08,2022,5,8,BA,Jacobina,-11.29,-40.51,2.3,
27,2022-05-06,2022,5,6,PE,Macaparana,-7.5,-35.47,1.5,Magnitude não revisada/preliminar
28,2022-05-05,2022,5,5,BA,Jacobina,-11.29,-40.52,2.1,Magnitude não revisada/preliminar
29,2022-05-05,2022,5,5,CE,Litoral,-2.92,-39.75,1.8,Magnitude não revisada/preliminar
30,2022-05-04,2022,5,4,RN,Caraúbas,-5.77,-37.53,1.5,Magnitude não revisada/preliminar
31,2022-05-04,2022,5,4,CE,Guaiúba,-4.01,-38.58,1.6,Magnitude não revisada/preliminar
2,2022-04-29,2022,4,29,AL,Traipu,-10.04,-36.9,2.0,Magnitude não revisada/preliminar
3,2022-04-28,2022,4,28,AL,União dos Palmares,-9.16,-36.05,1.5,Magnitude não revisada/preliminar
4,2022-04-27,2022,4,27,AL,Santa Luzia do Norte,-9.63,-35.85,1.8,Magnitude não revisada/preliminar
5,2022-04-19,2022,4,19,CE,Sobral,-3.83,-40.58,2.2,Magnitude não revisada/preliminar
6,2022-04-17,2022,4,17,RN,Lajes,-5.68,-36.14,1.6,Magnitude não revisada/preliminar
7,2022-04-16,2022,4,16,AL,Traipu,-9.88,-36.87,1.5,Magnitude não revisada/preliminar
8,2022-04-14,2022,4,14,RN,Lajes,-5.69,-36.08,1.5,Magnitude não revisada/preliminar
9,2022-04-14,2022,4,14,AL,Atalaia,-9.5,-36.0,1.5,Magnitude não revisada/preliminar
10,2022-04-14,2022,4,14,BA,Santaluz,-10.99,-39.35,2.1,
11,2022-04-14,2022,4,14,BA,Jaguarari,-9.84,-39.92,2.1,
12,2022-04-13,2022,4,13,RN,Caraúbas,-5.75,-37.53,1.5,
13,2022-04-12,2022,4,12,PE,Bezerros,-8.21,-35.87,1.5,Magnitude não revisada/preliminar
14,2022-04-11,2022,4,11,PE,Jucati,-8.79,-36.43,1.6,Magnitude não revisada/preliminar
15,2022-04-09,2022,4,9,PE,Chã Grande,-8.26,-35.34,1.5,Magnitude não revisada/preliminar
16,2022-04-08,2022,4,8,PE,São Joaquim dos Montes,-8.52,-35.88,1.7,Magnitude não revisada/preliminar
17,2022-04-07,2022,4,7,CE,Santana do Acaraú,-3.35,-40.25,1.57,Magnitude não revisada/preliminar
18,2022-04-06,2022,4,6,BA,Queimadas,-10.89,-39.49,1.9,Magnitude não revisada/preliminar
19,2022-04-05,2022,4,5,PB,Puxinana,-7.14,-35.9,1.5,Magnitude não revisada/preliminar
20,2022-04-03,2022,4,3,PB,Pocinhos,-7.15,-36.0,1.5,Magnitude não revisada/preliminar
21,2022-04-02,2022,4,2,RN,Santa Cruz,-6.29,-36.03,1.5,Magnitude não revisada/preliminar
22,2022-04-01,2022,4,1,PB,Patos,-6.98,-37.25,1.6,Magnitude não revisada/preliminar
23,2022-04-01,2022,4,1,PB,Patos,-6.94,-37.11,1.5,Magnitude não revisada/preliminar
24,2022-04-01,2022,4,1,BA,Jaguarari,-10.32,-39.95,1.5,Magnitude não revisada/preliminar
25,2022-04-01,2022,4,1,BA,Queimadas,-10.85,-39.46,1.7,Magnitude não revisada/preliminar
2,2022-03-31,2022,3,31,BA,Jaguarari,-9.9,-39.88,2.1,Magnitude não revisada/preliminar
6,2022-03-31,2022,3,31,AL,Girau do Ponciano,-9.92,-36.76,1.9,Magnitude não revisada/preliminar
11,2022-03-29,2022,3,29,CE,Sobral,-3.81,-40.53,1.6,Magnitude não revisada/preliminar
12,2022-03-29,2022,3,29,CE,Banabuiu,-5.31,-38.89,1.5,Magnitude não revisada/preliminar
13,2022-03-29,2022,3,29,PE,Escada,-8.44,-35.1,2.0,Magnitude não revisada/preliminar
14,2022-03-28,2022,3,28,RN,Lajes,-5.68,-36.05,1.5,Magnitude não revisada/preliminar
15,2022-03-28,2022,3,28,BA,Jaguarari,-9.97,-39.83,2.1,Magnitude não revisada/preliminar
16,2022-03-27,2022,3,27,PE,Jaboatão dos Guararapes,-8.18,-34.87,2.0,Magnitude não revisada/preliminar
17,2022-03-27,2022,3,27,BA,Monte Santo,-10.52,-39.34,1.7,
18,2022-03-27,2022,3,27,RN,Caraúbas,-5.73,-37.51,1.6,
19,2022-03-27,2022,3,27,RN,Lajes,-5.64,-36.2,2.2,Magnitude não revisada/preliminar
20,2022-03-24,2022,3,24,BA,Nordestina,-10.87,-39.27,1.7,Magnitude não revisada/preliminar
21,2022-03-24,2022,3,24,CE,Sobral,-3.81,-40.56,1.5,Magnitude não revisada/preliminar
22,2022-03-24,2022,3,24,BA,Curaçá,-9.61,-39.82,1.8,Magnitude não revisada/preliminar
23,2022-03-24,2022,3,24,BA,Curaçá,-9.61,-39.82,1.5,Magnitude não revisada/preliminar
24,2022-03-22,2022,3,22,PE,Poção,-8.19,-36.73,1.8,Magnitude não revisada/preliminar
25,2022-03-22,2022,3,22,PE,Caruaru,-8.27,-35.86,2.1,Magnitude não revisada/preliminar
26,2022-03-22,2022,3,22,BA,Cansanção,-10.6,-39.56,2.0,Magnitude não revisada/preliminar
27,2022-03-22,2022,3,22,PE,Cabo de Santo Agostinho,-8.24,-35.17,1.9,
28,2022-03-21,2022,3,21,PB,Gurinhém,-7.16,-35.47,1.7,Magnitude não revisada/preliminar
29,2022-03-20,2022,3,20,CE,Paramoti,-4.23,-39.41,2.4,Magnitude não revisada/preliminar
30,2022-03-19,2022,3,19,CE,Meruoca,-3.58,-40.45,1.5,
31,2022-03-18,2022,3,18,PB,Santa Luzia,-6.85,-36.95,1.5,Magnitude não revisada/preliminar
32,2022-03-18,2022,3,18,BA,Ubaíra,-13.25,-39.63,1.8,Magnitude não revisada/preliminar
33,2022-03-17,2022,3,17,CE,Tabuleiro do Norte,-5.32,-37.85,1.5,Magnitude não revisada/preliminar
34,2022-03-17,2022,3,17,BA,Santaluz,-11.22,-39.09,1.6,Magnitude não revisada/preliminar
35,2022-03-16,2022,3,16,CE,Quixeramobim,-5.11,-39.07,1.8,Magnitude não revisada/preliminar
36,2022-03-16,2022,3,16,RN,Lajes,-5.79,-36.11,1.5,Magnitude não revisada/preliminar
37,2022-03-15,2022,3,15,CE,Beberibe,-4.33,-38.21,1.9,
38,2022-03-15,2022,3,15,RN,Lajes,-5.64,-36.14,1.6,Magnitude não revisada/preliminar
39,2022-03-14,2022,3,14,RN,Caraúbas,-5.74,-37.53,1.8,
40,2022-03-12,2022,3,12,PE,Garanhuns,-8.87,-36.45,1.7,
41,2022-03-12,2022,3,12,PE,Garanhuns,-8.87,-36.44,1.8,
42,2022-03-12,2022,3,12,RN,Caiçara do Rio dos Ventos,-5.73,-36.08,1.6,
43,2022-03-10,2022,3,10,PE,Escada,-8.4,-35.24,1.5,Magnitude não revisada/preliminar
44,2022-03-09,2022,3,9,CE,Coreaú,-3.65,-40.65,1.7,Magnitude não revisada/preliminar
45,2022-03-09,2022,3,9,PE,Caruaru,-8.24,-36.0,1.7,
46,2022-03-07,2022,3,7,CE,Guaiúba,-4.06,-38.62,1.6,Magnitude não revisada/preliminar
47,2022-03-07,2022,3,7,BA,Jacobina,-11.22,-40.53,1.7,Magnitude não revisada/preliminar
48,2022-03-07,2022,3,7,BA,Queimadas,-10.99,-39.36,1.6,Magnitude não revisada/preliminar
49,2022-03-07,2022,3,7,CE,Alcântara,-3.59,-40.5,1.7,Magnitude não revisada/preliminar
50,2022-03-05,2022,3,5,CE,Carius,-6.59,-39.43,2.0,
51,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.48,1.6,Magnitude não revisada/preliminar
52,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.48,1.8,Magnitude não revisada/preliminar
53,2022-03-04,2022,3,4,BA,Jacobina,-11.28,-40.5,1.9,
54,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.51,2.5,Magnitude não revisada/preliminar
55,2022-03-04,2022,3,4,BA,Jacobina,-11.27,-40.48,1.5,Magnitude não revisada/preliminar
56,2022-03-04,2022,3,4,BA,Jacobina,-11.28,-40.5,1.7,Magnitude não revisada/preliminar
57,2022-03-04,2022,3,4,AL,Viçosa,-9.41,-36.2,1.8,Magnitude não revisada/preliminar
58,2022-03-04,2022,3,4,BA,Jacobina,-11.21,-40.55,1.6,Magnitude não revisada/preliminar
59,2022-03-04,2022,3,4,BA,Jacobina,-11.27,-40.48,1.6,Magnitude não revisada/preliminar
60,2022-03-04,2022,3,4,BA,Jacobina,-11.27,-40.48,1.7,Magnitude não revisada/preliminar
61,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.51,2.3,
62,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.51,1.7,Magnitude não revisada/preliminar
63,2022-03-04,2022,3,4,BA,Jacobina,-11.25,-40.51,2.0,Magnitude não revisada/preliminar
64,2022-03-03,2022,3,3,AL,Quebrangulo,-9.38,-36.47,1.5,Magnitude não revisada/preliminar
65,2022-03-02,2022,3,2,AL,Quebrangulo,-9.26,-36.41,1.5,Magnitude não revisada/preliminar
66,2022-03-01,2022,3,1,PE,São Lourenço da Mata,-8.09,-35.2,1.6,
2,2022-02-28,2022,2,28,CE,Irauçuba,-4.05,-39.75,1.7,Magnitude não revisada/preliminar
3,2022-02-26,2022,2,26,BA,Curaça,-9.79,-39.95,1.7,Magnitude não revisada/preliminar
4,2022-02-26,2022,2,26,RN,Lajes,-5.75,-36.1,1.5,Magnitude não revisada/preliminar
5,2022-02-26,2022,2,26,RN,Caiçara do Rio dos Ventos,-5.74,-35.08,1.6,Magnitude não revisada/preliminar
6,2022-02-25,2022,2,25,RN,Lajes,-5.75,-36.11,1.5,Magnitude não revisada/preliminar
7,2022-02-25,2022,2,25,RN,Lajes,-5.73,-36.13,1.5,Magnitude não revisada/preliminar
8,2022-02-23,2022,2,23,CE,Sobral,-3.7,-40.6,1.6,Magnitude não revisada/preliminar
9,2022-02-23,2022,2,23,AL,Maribondo,-9.61,-36.22,1.8,Magnitude não revisada/preliminar
10,2022-02-23,2022,2,23,RN,Upanema,-5.63,-37.15,1.6,Magnitude não revisada/preliminar
11,2022-02-20,2022,2,20,TO,Parque Nacional do Araguaia,-10.46,-50.28,3.5,Magnitude não revisada/preliminar
12,2022-02-20,2022,2,20,CE,Canindé,-4.57,-39.39,2.4,Magnitude não revisada/preliminar
13,2022-02-19,2022,2,19,BA,Curaçá,-9.8,-39.85,2.1,
14,2022-02-18,2022,2,18,RN,Poço Branco,-5.7,-35.55,1.5,Magnitude não revisada/preliminar
15,2022-02-17,2022,2,17,CE,Boa Viagem,-5.26,-39.81,1.6,Magnitude não revisada/preliminar
16,2022-02-17,2022,2,17,AL,Viçosa,-9.29,-36.16,1.7,Magnitude não revisada/preliminar
17,2022-02-17,2022,2,17,AL,Girau do Ponciano,-9.99,-36.73,1.7,Magnitude não revisada/preliminar
18,2022-02-16,2022,2,16,BA,Jacobina,-11.29,-40.56,2.3,Magnitude não revisada/preliminar
19,2022-02-15,2022,2,15,CE,Santana do Acaraú,-3.6,-40.12,1.7,
20,2022-02-10,2022,2,10,CE,Canindé,-4.55,-39.37,1.8,Magnitude não revisada/preliminar
21,2022-02-08,2022,2,8,PE,Garanhus,-8.92,-36.46,1.9,
22,2022-02-08,2022,2,8,CE,Canindé,-4.56,-39.35,2.0,
23,2022-02-07,2022,2,7,RN,Upanema,-5.71,-37.17,1.5,Magnitude não revisada/preliminar
24,2022-02-07,2022,2,7,CE,Canindé,-4.57,-39.37,1.7,
25,2022-02-06,2022,2,6,CE,Canindé,-4.54,-39.37,1.9,Magnitude não revisada/preliminar
26,2022-02-04,2022,2,4,CE,Guaiúba,-4.13,-38.56,1.6,Magnitude não revisada/preliminar
27,2022-02-04,2022,2,4,CE,Canindé,-4.57,-39.42,1.5,Magnitude não revisada/preliminar
28,2022-02-04,2022,2,4,RN,Bodó,-5.99,-36.44,1.6,Magnitude não revisada/preliminar
2,2022-01-31,2022,1,31,BA,Lage,-13.11,-39.41,1.7,Magnitude não revisada/preliminar
3,2022-01-30,2022,1,30,BA,Jacobina,-11.19,-40.67,2.1,Magnitude não revisada/preliminar
4,2022-01-30,2022,1,30,BA,Jacobina,-11.16,-40.54,2.3,Magnitude não revisada/preliminar
5,2022-01-30,2022,1,30,CE,Canindé,-4.56,-39.37,1.7,
6,2022-01-29,2022,1,29,BA,Jacobina,-11.23,-40.57,2.4,Magnitude não revisada/preliminar
7,2022-01-28,2022,1,28,PA,Paraupebas,-5.65,-50.48,3.2,Magnitude não revisada/preliminar
8,2022-01-28,2022,1,28,RN,Lajes,-5.55,-36.05,1.5,Magnitude não revisada/preliminar
9,2022-01-27,2022,1,27,CE,Beberibe,-4.34,-38.22,1.6,Magnitude não revisada/preliminar
10,2022-01-27,2022,1,27,CE,Paramoti,-4.22,-39.44,1.5,Magnitude não revisada/preliminar
11,2022-01-27,2022,1,27,CE,Paramoti,-4.21,-39.43,1.8,Magnitude não revisada/preliminar
12,2022-01-25,2022,1,25,AL,Craíbas,-9.69,-36.66,1.7,Magnitude não revisada/preliminar
13,2022-01-22,2022,1,22,BA,Campo Formoso,-10.51,-40.34,1.5,Magnitude não revisada/preliminar
14,2022-01-22,2022,1,22,CE,Chorozinho,-4.37,-38.32,1.6,Magnitude não revisada/preliminar
15,2022-01-21,2022,1,21,RN,Lajes,-5.57,-36.2,1.6,Magnitude não revisada/preliminar
16,2022-01-19,2022,1,19,AL,Craíbas,-9.73,-36.72,1.6,Magnitude não revisada/preliminar
17,2022-01-19,2022,1,19,BA,Jacobina,-11.26,-40.46,1.6,Magnitude não revisada/preliminar
18,2022-01-18,2022,1,18,CE,Maracanaú,-3.85,-38.66,1.7,Magnitude não revisada/preliminar
19,2022-01-14,2022,1,14,PE,Caruaru,-8.3,-35.95,1.9,Magnitude não revisada/preliminar
20,2022-01-13,2022,1,13,CE,Maranguape,-3.85,-38.68,1.5,Magnitude não revisada/preliminar
21,2022-01-13,2022,1,13,AL,Anadia,-9.73,-36.23,1.8,Magnitude não revisada/preliminar
22,2022-01-12,2022,1,12,CE,Quixadá,-5.14,-39.12,2.1,Magnitude não revisada/preliminar
23,2022-01-08,2022,1,8,RN,Jucurutu,-5.89,-37.06,1.5,Magnitude não revisada/preliminar
24,2022-01-08,2022,1,8,RN,Touros,-5.24,-35.41,1.7,Magnitude não revisada/preliminar
25,2022-01-08,2022,1,8,AL,Cajueiro,-9.46,-36.17,1.5,Magnitude não revisada/preliminar
26,2022-01-07,2022,1,7,PA,Marabá,-5.72,-50.65,3.7,
27,2022-01-07,2022,1,7,CE,Ocará,-4.41,-38.35,1.6,Magnitude não revisada/preliminar
28,2022-01-05,2022,1,5,CE,Guaiúba,-4.05,-38.55,1.5,Magnitude não revisada/preliminar
2,2021-12-31,2021,12,31,PE,Ipojuca,-8.43,-35.23,2.1,Magnitude não revisada/preliminar
3,2021-12-30,2021,12,30,AL,Girau do Ponciano,-9.76,-36.79,1.5,Magnitude não revisada/preliminar
4,2021-12-29,2021,12,29,SE,Canhoba,-10.15,-36.9,1.7,Magnitude não revisada/preliminar
5,2021-12-29,2021,12,29,AL,Olho Dágua das Flores,-9.56,-37.23,1.6,Magnitude não revisada/preliminar
6,2021-12-29,2021,12,29,SE,Laranjeiras,-10.86,-37.2,1.5,Magnitude não revisada/preliminar
7,2021-12-29,2021,12,29,BA,Queimadas,-10.95,-39.34,1.7,Magnitude não revisada/preliminar
8,2021-12-29,2021,12,29,RN,Lajes,-5.63,-36.15,1.7,
9,2021-12-28,2021,12,28,PE,Palmeirinha,-9.04,-36.23,2.1,
10,2021-12-27,2021,12,27,PE,Moreno,-8.1,-35.12,1.5,Magnitude não revisada/preliminar
11,2021-12-27,2021,12,27,BA,Jacobina,-11.22,-40.46,1.6,Magnitude não revisada/preliminar
12,2021-12-27,2021,12,27,BA,São Gabriel,-11.16,-41.71,1.5,Magnitude não revisada/preliminar
13,2021-12-26,2021,12,26,CE,Camocim,-3.01,-40.97,1.8,Magnitude não revisada/preliminar
14,2021-12-25,2021,12,25,PE,Panelas,-8.69,-36.16,2.0,Magnitude não revisada/preliminar
15,2021-12-23,2021,12,23,SE,Amparo de São Francisco,-10.13,-36.94,1.8,
16,2021-12-23,2021,12,23,AL,Belo Monte,-9.77,-37.23,1.5,Magnitude não revisada/preliminar
17,2021-12-22,2021,12,22,BA,Araci,-11.39,-39.11,1.7,Magnitude não revisada/preliminar
18,2021-12-22,2021,12,22,CE,Tauá,-5.82,-40.09,1.9,
19,2021-12-22,2021,12,22,CE,Tauá,-5.92,-40.16,2.0,
20,2021-12-21,2021,12,21,RN,Pedra Preta,-5.58,-36.16,1.7,
21,2021-12-21,2021,12,21,SE,Riachuelo,-10.77,-37.25,1.7,Magnitude não revisada/preliminar
22,2021-12-20,2021,12,20,BA,Monte Santo,-10.77,-39.39,1.6,Magnitude não revisada/preliminar
23,2021-12-18,2021,12,18,CE,Sobral,-4.63,-40.4,1.7,
24,2021-12-17,2021,12,17,CE,Cascavel,-4.35,-38.27,1.7,
25,2021-12-17,2021,12,17,CE,Quixeramobim,-5.15,-39.29,2.1,
26,2021-12-17,2021,12,17,CE,Cascavel,-4.35,-38.25,1.8,
27,2021-12-15,2021,12,15,CE,Marco,-3.22,-40.4,1.7,Magnitude não revisada/preliminar
28,2021-12-14,2021,12,14,BA,Jaguarari,-9.87,-39.97,1.6,Magnitude não revisada/preliminar
29,2021-12-13,2021,12,13,CE,Irapuan Pinheiro,-5.93,-39.24,2.0,
30,2021-12-11,2021,12,11,CE,Caucaia,-3.76,-38.81,1.7,Magnitude não revisada/preliminar
31,2021-12-11,2021,12,11,BA,Jacobina,-11.3,-40.57,1.5,Magnitude não revisada/preliminar
32,2021-12-11,2021,12,11,BA,Maracas,-13.89,-40.8,1.8,Magnitude não revisada/preliminar
33,2021-12-10,2021,12,10,CE,Sobral,-3.79,-40.6,1.9,Magnitude não revisada/preliminar
34,2021-12-10,2021,12,10,AL,Rio Largo,-9.46,-35.8,1.9,
35,2021-12-10,2021,12,10,BA,Plataforma Continental Sul da,-17.17,-38.45,2.8,Magnitude não revisada/preliminar
36,2021-12-09,2021,12,9,BA,Jacobina,-11.22,-40.48,2.0,Magnitude não revisada/preliminar
37,2021-12-07,2021,12,7,CE,Viçosa do Ceará,-3.57,-40.95,2.7,Magnitude não revisada/preliminar
38,2021-12-07,2021,12,7,PE,Vitória de Santo Antão,-8.11,-35.22,1.6,
39,2021-12-06,2021,12,6,AL,Rio Largo,-9.48,-35.89,1.8,Magnitude não revisada/preliminar
40,2021-12-06,2021,12,6,CE,Russas,-4.72,-38.1,1.8,Magnitude não revisada/preliminar
41,2021-12-05,2021,12,5,BA,Jacobina,-11.22,-40.43,2.0,Magnitude não revisada/preliminar
42,2021-12-05,2021,12,5,BA,Jacobina,-11.21,-40.45,1.7,
43,2021-12-04,2021,12,4,BA,Juazeiro,-9.71,-40.25,1.8,Magnitude não revisada/preliminar
44,2021-12-02,2021,12,2,AL,Olho Dágua das Flores,-9.55,-37.26,1.5,Magnitude não revisada/preliminar
45,2021-12-02,2021,12,2,CE,Iguatu,-6.44,-39.21,1.8,Magnitude não revisada/preliminar
46,2021-12-02,2021,12,2,RN,Lajes,-5.46,-35.08,1.7,
47,2021-12-02,2021,12,2,PE,Garanhuns,-8.85,-36.46,2.0,Magnitude não revisada/preliminar
2,2021-11-30,2021,11,30,BA,Santaluz,-11.17,-39.32,1.7,Magnitude não revisada/preliminar
3,2021-11-30,2021,11,30,BA,Pão de Açúcar,-9.76,-37.2,1.5,Magnitude não revisada/preliminar
4,2021-11-30,2021,11,30,BA,Campo Formoso,-10.57,-40.51,1.6,Magnitude não revisada/preliminar
5,2021-11-26,2021,11,26,PE,Poção,-8.22,-36.72,1.5,Magnitude não revisada/preliminar
6,2021-11-26,2021,11,26,PE,Serra Talhada,-8.06,-37.86,1.5,Magnitude não revisada/preliminar
7,2021-11-26,2021,11,26,RN,Ielmo Marinho,-5.81,-35.48,1.5,Magnitude não revisada/preliminar
8,2021-11-26,2021,11,26,AL,Murici,-9.21,-36.01,1.5,Magnitude não revisada/preliminar
9,2021-11-26,2021,11,26,PB,Campina Grande,-7.29,-35.91,1.6,Magnitude não revisada/preliminar
10,2021-11-26,2021,11,26,PE,Caruaru,-8.38,-36.02,1.7,Magnitude não revisada/preliminar
11,2021-11-25,2021,11,25,PE,Arcoverde,-8.54,-37.03,1.6,Magnitude não revisada/preliminar
12,2021-11-25,2021,11,25,PE,Bezerros,-8.21,-35.82,1.5,Magnitude não revisada/preliminar
13,2021-11-25,2021,11,25,CE,Quixeramobim,-5.1,-39.14,1.5,Magnitude não revisada/preliminar
14,2021-11-25,2021,11,25,CE,Sobral,-3.79,-40.54,2.3,Magnitude não revisada/preliminar
15,2021-11-25,2021,11,25,BA,Jaguarari,-9.87,-39.39,2.1,Magnitude não revisada/preliminar
16,2021-11-24,2021,11,24,CE,Quixeramobim,-5.16,-39.05,1.6,Magnitude não revisada/preliminar
17,2021-11-24,2021,11,24,SE,Malhador,-10.71,-37.26,2.0,
18,2021-11-23,2021,11,23,CE,Jucás,-6.47,-39.46,1.6,Magnitude não revisada/preliminar
19,2021-11-23,2021,11,23,BA,Jaguarari,-10.03,-40.19,1.7,
20,2021-11-23,2021,11,23,PB,Juru,-7.57,-37.9,1.6,Magnitude não revisada/preliminar
21,2021-11-23,2021,11,23,PE,Moreno,-8.16,-35.19,1.8,Magnitude não revisada/preliminar
22,2021-11-19,2021,11,19,CE,Palhano,-4.72,-38.11,1.6,Magnitude não revisada/preliminar
23,2021-11-19,2021,11,19,AL,Arapiraca,-9.67,-36.7,1.9,Magnitude não revisada/preliminar
24,2021-11-17,2021,11,17,RN,Costa do Atlântico,-5.37,-35.25,2.0,Magnitude não revisada/preliminar
25,2021-11-16,2021,11,16,AL,Olho Dágua das Flores,-9.53,-37.26,1.8,Magnitude não revisada/preliminar
26,2021-11-16,2021,11,16,CE,Caraúbas do Piauí,-3.55,-40.89,1.9,Magnitude não revisada/preliminar
27,2021-11-16,2021,11,16,BA,Andorinha,-10.37,-39.85,1.8,Magnitude não revisada/preliminar
28,2021-11-13,2021,11,13,BA,Costa da Bahia,-12.65,-37.31,2.4,Magnitude não revisada/preliminar
29,2021-11-12,2021,11,12,AL,Costa de Alagoas,-10.5,-35.93,1.9,Magnitude não revisada/preliminar
30,2021-11-10,2021,11,10,AL,Arapiraca,-9.75,-36.66,1.7,Magnitude não revisada/preliminar
31,2021-11-10,2021,11,10,CE,Paraipaba,-3.53,-39.23,1.7,Magnitude não revisada/preliminar
32,2021-11-10,2021,11,10,BA,Curaça,-9.64,-39.58,1.6,Magnitude não revisada/preliminar
33,2021-11-08,2021,11,8,AL,Craíbas,-9.72,-36.73,1.6,Magnitude não revisada/preliminar
34,2021-11-05,2021,11,5,PE,Flores,-7.9,-37.85,1.5,Magnitude não revisada/preliminar
35,2021-11-04,2021,11,4,BA,Jaguarari,-9.94,-39.9,2.1,Magnitude não revisada/preliminar
36,2021-11-04,2021,11,4,CE,Palhano,-4.66,-38.0,1.9,Magnitude não revisada/preliminar
37,2021-11-03,2021,11,3,BA,Jacobina,-11.21,-40.46,1.8,Magnitude não revisada/preliminar
38,2021-11-02,2021,11,2,CE,Costa,-2.49,-36.96,1.6,Magnitude não revisada/preliminar
39,2021-11-01,2021,11,1,CE,Maranguape,-3.81,-38.82,1.6,Magnitude não revisada/preliminar
40,2021-11-01,2021,11,1,PB,Juazeirinho,-6.98,-36.71,1.8,Magnitude não revisada/preliminar
41,2021-11-01,2021,11,1,RN,Caraúbas,-5.76,-36.53,1.5,
2,2021-10-31,2021,10,31,CE,Forquilha,-3.92,-40.16,1.5,Magnitude não revisada/preliminar
3,2021-10-30,2021,10,30,BA,Água Fria,-11.86,-38.77,1.9,Magnitude não revisada/preliminar
4,2021-10-30,2021,10,30,AL,Santa Efigênia,-9.29,-36.15,1.5,Magnitude não revisada/preliminar
5,2021-10-29,2021,10,29,RN,Lajes,-5.68,-36.11,2.0,Magnitude não revisada/preliminar
6,2021-10-28,2021,10,28,CE,Pedra Branca,-5.32,-39.8,1.5,Magnitude não revisada/preliminar
7,2021-10-28,2021,10,28,PE,Lagoa Grande,-8.88,-40.2,2.2,
8,2021-10-27,2021,10,27,PE,Belo Jardim,-8.38,-36.43,1.5,Magnitude não revisada/preliminar
9,2021-10-27,2021,10,27,PE,São Caetano,-8.36,-36.14,1.9,
10,2021-10-27,2021,10,27,PE,Custódia,-8.08,-37.84,2.0,Magnitude não revisada/preliminar
11,2021-10-25,2021,10,25,PE,Bezerros,-8.3,-35.85,2.0,
12,2021-10-25,2021,10,25,BA,Iaçu,-12.75,-40.36,1.6,Magnitude não revisada/preliminar
13,2021-10-25,2021,10,25,PB,Campina Grande,-7.26,-35.81,1.6,Magnitude não revisada/preliminar
14,2021-10-24,2021,10,24,PE,Ipojuca,-8.44,-35.01,2.1,
15,2021-10-22,2021,10,22,AL,Rio Largo,-9.49,-35.7,1.7,Magnitude não revisada/preliminar
16,2021-10-21,2021,10,21,AL,Monteirópolis,-9.57,-37.27,1.6,
17,2021-10-21,2021,10,21,PE,Ipojuca,-8.5,-35.22,2.3,
18,2021-10-20,2021,10,20,AL,Atalaia,-9.49,-35.94,1.6,Magnitude não revisada/preliminar
19,2021-10-20,2021,10,20,BA,Jaguarari,-9.93,-39.89,1.9,
20,2021-10-19,2021,10,19,BA,Santaluz,-11.21,-39.37,1.5,Magnitude não revisada/preliminar
21,2021-10-18,2021,10,18,CE,Russas,-4.73,-38.13,1.6,
22,2021-10-17,2021,10,17,CE,Sobral,-3.68,-40.43,2.0,
23,2021-10-16,2021,10,16,PE,Calumbi,-8.09,-38.05,1.6,Magnitude não revisada/preliminar
24,2021-10-16,2021,10,16,BA,Queimadas,-11.01,-39.45,1.5,Magnitude não revisada/preliminar
25,2021-10-16,2021,10,16,AL,Branquinha,-9.23,-36.04,1.6,Magnitude não revisada/preliminar
26,2021-10-15,2021,10,15,CE,Crato,-7.1,-39.4,1.6,Magnitude não revisada/preliminar
27,2021-10-15,2021,10,15,CE,Guaiúba,-4.02,-38.56,1.7,Magnitude não revisada/preliminar
28,2021-10-14,2021,10,14,RN,Caraúbas,-5.67,-37.52,1.6,Magnitude não revisada/preliminar
29,2021-10-14,2021,10,14,BA,Feira de Santana,-12.16,-38.91,1.6,Magnitude não revisada/preliminar
30,2021-10-14,2021,10,14,BA,Monte Santo,-10.23,-39.32,1.5,Magnitude não revisada/preliminar
31,2021-10-14,2021,10,14,BA,Uauá,-9.98,-39.73,2.0,Magnitude não revisada/preliminar
32,2021-10-13,2021,10,13,RN,Currais Novos,-6.31,-36.53,1.7,
33,2021-10-12,2021,10,12,RN,Pureza,-5.26,-35.58,2.7,
34,2021-10-12,2021,10,12,PE,São Lourenço da Mata,-8.04,-35.06,2.1,Magnitude não revisada/preliminar
35,2021-10-08,2021,10,8,RN,Caicó,-6.42,-37.16,1.5,Magnitude não revisada/preliminar
36,2021-10-08,2021,10,8,RN,Lajes,-5.71,-36.08,1.5,Magnitude não revisada/preliminar
37,2021-10-07,2021,10,7,PE,Garanhus,-8.87,-36.55,1.5,Magnitude não revisada/preliminar
38,2021-10-07,2021,10,7,CE,Buriti dos Lopes,-3.12,-41.79,1.5,Magnitude não revisada/preliminar
